,Earnings Per Share (EPS),Number of Outstanding Shares,Revenue,Net Income,Gross Profit,Operating Income (EBIT),Total Assets,Long-Term Debt
MAXO.TA,"[3.95, 3.26, 12.32]","[3.95, 3.26, 12.32]","[3.95, 3.26, 12.32]","[3.95, 3.26, 12.32]","[3.95, 3.26, 12.32]","[3.95, 3.26, 12.32]","[3.95, 3.26, 12.32]","[3.95, 3.26, 12.32]"
MTRN.TA,"[-0.2, -6.3, -36.12]","[-0.2, -6.3, -36.12]","[-0.2, -6.3, -36.12]","[-0.2, -6.3, -36.12]","[-0.2, -6.3, -36.12]","[-0.2, -6.3, -36.12]","[-0.2, -6.3, -36.12]","[-0.2, -6.3, -36.12]"
MEDN.TA,"[2.86, 6.71, 2.0]","[2.86, 6.71, 2.0]","[2.86, 6.71, 2.0]","[2.86, 6.71, 2.0]","[2.86, 6.71, 2.0]","[2.86, 6.71, 2.0]","[2.86, 6.71, 2.0]","[2.86, 6.71, 2.0]"
MLSR.TA,"[1.83, -4.61, -5.26]","[1.83, -4.61, -5.26]","[1.83, -4.61, -5.26]","[1.83, -4.61, -5.26]","[1.83, -4.61, -5.26]","[1.83, -4.61, -5.26]","[1.83, -4.61, -5.26]","[1.83, -4.61, -5.26]"
MNIN.TA,"[2.56, 4.44, 3.0]","[2.56, 4.44, 3.0]","[2.56, 4.44, 3.0]","[2.56, 4.44, 3.0]","[2.56, 4.44, 3.0]","[2.56, 4.44, 3.0]","[2.56, 4.44, 3.0]","[2.56, 4.44, 3.0]"
MLD.TA,"[None, None, None]","[0.0, -14.65, -51.83]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MZTF.TA,"[0.06, -3.46, -6.07]","[0.06, -3.46, -6.07]","[0.06, -3.46, -6.07]","[0.06, -3.46, -6.07]","[None, None, None]","[None, None, None]","[0.06, -3.46, -6.07]","[None, None, None]"
MLRN.TA,"[3.59, 4.39, -4.52]","[3.59, 4.39, -4.52]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NFTA.TA,"[-2.41, -3.38, 5.25]","[-2.41, -3.38, 5.25]","[-2.41, -3.38, 5.25]","[-2.41, -3.38, 5.25]","[-2.41, -3.38, 5.25]","[-2.41, -3.38, 5.25]","[-2.41, -3.38, 5.25]","[-2.41, -3.38, 5.25]"
NYAX.TA,"[2.64, 16.43, 9.83]","[2.64, 16.43, 9.83]","[2.64, 16.43, 9.83]","[2.64, 16.43, 9.83]","[2.64, 16.43, 9.83]","[2.64, 16.43, 9.83]","[2.64, 16.43, 9.83]","[2.64, 16.43, 9.83]"
NTGR.TA,"[3.86, 8.42, 8.28]","[3.86, 8.42, 8.28]","[3.86, 8.42, 8.28]","[3.86, 8.42, 8.28]","[3.86, 8.42, 8.28]","[3.86, 8.42, 8.28]","[3.86, 8.42, 8.28]","[3.86, 8.42, 8.28]"
NTNB.TA,"[None, None, None]","[3.76, -1.6, 8.72]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTG.TA,"[13.93, 65.27, 34.2]","[13.93, 65.27, 34.2]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTM.TA,"[0.8, 1.86, 0.87]","[0.8, 1.86, 0.87]","[0.8, 1.86, 0.87]","[0.8, 1.86, 0.87]","[0.8, 1.86, 0.87]","[0.8, 1.86, 0.87]","[0.8, 1.86, 0.87]","[0.8, 1.86, 0.87]"
NXFR.TA,"[5.98, -4.99, 24.5]","[5.98, -4.99, 24.5]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXGN.TA,"[16.08, -4.67, -11.5]","[16.08, -4.67, -11.5]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NICE.TA,"[0.41, -1.78, -1.61]","[0.41, -1.78, -1.61]","[0.41, -1.78, -1.61]","[0.41, -1.78, -1.61]","[0.41, -1.78, -1.61]","[0.41, -1.78, -1.61]","[0.41, -1.78, -1.61]","[0.41, -1.78, -1.61]"
NISA.TA,"[1.13, 2.66, 19.27]","[1.13, 2.66, 19.27]","[1.13, 2.66, 19.27]","[1.13, 2.66, 19.27]","[1.13, 2.66, 19.27]","[1.13, 2.66, 19.27]","[1.13, 2.66, 19.27]","[1.13, 2.66, 19.27]"
NVLG.TA,"[1.02, 0.73, 4.18]","[1.02, 0.73, 4.18]","[1.02, 0.73, 4.18]","[1.02, 0.73, 4.18]","[1.02, 0.73, 4.18]","[1.02, 0.73, 4.18]","[1.02, 0.73, 4.18]","[1.02, 0.73, 4.18]"
NURI.TA,"[None, None, None]","[4.09, 27.56, 17.13]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
OPCE.TA,"[3.23, 7.67, 4.83]","[3.23, 7.67, 4.83]","[3.23, 7.67, 4.83]","[3.23, 7.67, 4.83]","[3.23, 7.67, 4.83]","[3.23, 7.67, 4.83]","[3.23, 7.67, 4.83]","[3.23, 7.67, 4.83]"
OPK.TA,"[4.12, -11.57, -4.57]","[4.12, -11.57, -4.57]","[4.12, -11.57, -4.57]","[4.12, -11.57, -4.57]","[4.12, -11.57, -4.57]","[4.12, -11.57, -4.57]","[4.12, -11.57, -4.57]","[4.12, -11.57, -4.57]"
ORAD.TA,"[4.06, -2.29, 1.27]","[4.06, -2.29, 1.27]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ORA.TA,"[-0.39, -7.19, 0.54]","[-0.39, -7.19, 0.54]","[-0.39, -7.19, 0.54]","[-0.39, -7.19, 0.54]","[-0.39, -7.19, 0.54]","[-0.39, -7.19, 0.54]","[-0.39, -7.19, 0.54]","[-0.39, -7.19, 0.54]"
OVRS.TA,"[0.86, -2.06, -7.62]","[0.86, -2.06, -7.62]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLRM.TA,"[1.51, -0.67, 7.48]","[1.51, -0.67, 7.48]","[1.51, -0.67, 7.48]","[1.51, -0.67, 7.48]","[1.51, -0.67, 7.48]","[1.51, -0.67, 7.48]","[1.51, -0.67, 7.48]","[None, None, None]"
PTNR.TA,"[3.5, 1.64, -7.89]","[3.5, 1.64, -7.89]","[3.5, 1.64, -7.89]","[3.5, 1.64, -7.89]","[3.5, 1.64, -7.89]","[3.5, 1.64, -7.89]","[3.5, 1.64, -7.89]","[3.5, 1.64, -7.89]"
PEN.TA,"[-0.28, -0.99, -0.08]","[-0.28, -0.99, -0.08]","[-0.28, -0.99, -0.08]","[-0.28, -0.99, -0.08]","[None, None, None]","[None, None, None]","[-0.28, -0.99, -0.08]","[None, None, None]"
PERI.TA,"[0.52, -21.06, -43.7]","[0.52, -21.06, -43.7]","[0.52, -21.06, -43.7]","[0.52, -21.06, -43.7]","[0.52, -21.06, -43.7]","[0.52, -21.06, -43.7]","[0.52, -21.06, -43.7]","[None, None, None]"
PTCH.TA,"[None, None, None]","[-0.33, -3.03, -24.14]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PHTM.TA,"[-2.12, -6.1, 9.71]","[-2.12, -6.1, 9.71]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLCR.TA,"[-0.09, -4.76, -41.35]","[-0.09, -4.76, -41.35]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PMVM.TA,"[1.98, 27.21, -1.89]","[1.98, 27.21, -1.89]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PRSK.TA,"[5.34, -2.63, -3.38]","[5.34, -2.63, -3.38]","[5.34, -2.63, -3.38]","[5.34, -2.63, -3.38]","[5.34, -2.63, -3.38]","[5.34, -2.63, -3.38]","[5.34, -2.63, -3.38]","[5.34, -2.63, -3.38]"
PRTC.TA,"[-0.84, 9.69, 34.62]","[-0.84, 9.69, 34.62]","[-0.84, 9.69, 34.62]","[-0.84, 9.69, 34.62]","[None, None, None]","[-0.84, 9.69, 34.62]","[-0.84, 9.69, 34.62]","[-0.84, 9.69, 34.62]"
PRPD.TA,"[None, None, None]","[1.12, 16.84, -6.33]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PULS.TA,"[-1.32, -22.19, -30.79]","[-1.32, -22.19, -30.79]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PPBT.TA,"[3.45, -18.93, -23.99]","[3.45, -18.93, -23.99]","[None, None, None]","[3.45, -18.93, -23.99]","[None, None, None]","[3.45, -18.93, -23.99]","[3.45, -18.93, -23.99]","[None, None, None]"
QLTU.TA,"[1.49, 21.88, 29.99]","[1.49, 21.88, 29.99]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
QLRD.TA,"[3.9, -2.87, 13.02]","[3.9, -2.87, 13.02]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RANI.TA,"[4.06, 2.79, -8.97]","[4.06, 2.79, -8.97]","[4.06, 2.79, -8.97]","[4.06, 2.79, -8.97]","[4.06, 2.79, -8.97]","[4.06, 2.79, -8.97]","[4.06, 2.79, -8.97]","[4.06, 2.79, -8.97]"
RAVD.TA,"[2.03, 11.75, 4.86]","[2.03, 11.75, 4.86]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RVL.TA,"[1.2, -7.56, -18.04]","[1.2, -7.56, -18.04]","[1.2, -7.56, -18.04]","[1.2, -7.56, -18.04]","[1.2, -7.56, -18.04]","[1.2, -7.56, -18.04]","[1.2, -7.56, -18.04]","[1.2, -7.56, -18.04]"
RAYG-M.TA,"[None, None, None]","[-0.41, -16.61, -16.5]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RIT1.TA,"[1.69, -3.39, -8.76]","[1.69, -3.39, -8.76]","[1.69, -3.39, -8.76]","[1.69, -3.39, -8.76]","[1.69, -3.39, -8.76]","[1.69, -3.39, -8.76]","[1.69, -3.39, -8.76]","[1.69, -3.39, -8.76]"
RTLS.TA,"[-1.14, -4.52, -1.38]","[-1.14, -4.52, -1.38]","[-1.14, -4.52, -1.38]","[-1.14, -4.52, -1.38]","[-1.14, -4.52, -1.38]","[-1.14, -4.52, -1.38]","[-1.14, -4.52, -1.38]","[-1.14, -4.52, -1.38]"
RIMO.TA,"[1.54, -1.5, -13.44]","[1.54, -1.5, -13.44]","[1.54, -1.5, -13.44]","[1.54, -1.5, -13.44]","[1.54, -1.5, -13.44]","[1.54, -1.5, -13.44]","[1.54, -1.5, -13.44]","[None, None, None]"
RSEL.TA,"[2.0, 10.09, 5.03]","[2.0, 10.09, 5.03]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNS.TA,"[-0.2, -1.53, 7.69]","[-0.2, -1.53, 7.69]","[-0.2, -1.53, 7.69]","[-0.2, -1.53, 7.69]","[-0.2, -1.53, 7.69]","[-0.2, -1.53, 7.69]","[-0.2, -1.53, 7.69]","[-0.2, -1.53, 7.69]"
SVRE.TA,"[2.0, 3.03, 12.57]","[2.0, 3.03, 12.57]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SVRT.TA,"[2.41, 3.17, 1.98]","[2.41, 3.17, 1.98]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SCDX.TA,"[-2.03, -2.78, -1.15]","[-2.03, -2.78, -1.15]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SLARL.TA,"[1.34, -3.42, -11.6]","[1.34, -3.42, -11.6]","[1.34, -3.42, -11.6]","[1.34, -3.42, -11.6]","[1.34, -3.42, -11.6]","[1.34, -3.42, -11.6]","[1.34, -3.42, -11.6]","[1.34, -3.42, -11.6]"
SHGR.TA,"[1.3, 8.68, 21.21]","[1.3, 8.68, 21.21]","[1.3, 8.68, 21.21]","[1.3, 8.68, 21.21]","[1.3, 8.68, 21.21]","[1.3, 8.68, 21.21]","[1.3, 8.68, 21.21]","[1.3, 8.68, 21.21]"
SPEN.TA,"[1.06, -7.24, -10.1]","[1.06, -7.24, -10.1]","[1.06, -7.24, -10.1]","[1.06, -7.24, -10.1]","[1.06, -7.24, -10.1]","[1.06, -7.24, -10.1]","[1.06, -7.24, -10.1]","[1.06, -7.24, -10.1]"
SHOM.TA,"[4.72, 3.04, -3.5]","[4.72, 3.04, -3.5]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SAE.TA,"[0.93, 5.17, 23.24]","[0.93, 5.17, 23.24]","[0.93, 5.17, 23.24]","[0.93, 5.17, 23.24]","[0.93, 5.17, 23.24]","[0.93, 5.17, 23.24]","[0.93, 5.17, 23.24]","[0.93, 5.17, 23.24]"
SKLN.TA,"[0.29, -3.36, -12.71]","[0.29, -3.36, -12.71]","[0.29, -3.36, -12.71]","[0.29, -3.36, -12.71]","[0.29, -3.36, -12.71]","[0.29, -3.36, -12.71]","[0.29, -3.36, -12.71]","[0.29, -3.36, -12.71]"
SOLR.TA,"[-0.29, -3.57, 1.39]","[-0.29, -3.57, 1.39]","[-0.29, -3.57, 1.39]","[-0.29, -3.57, 1.39]","[-0.29, -3.57, 1.39]","[-0.29, -3.57, 1.39]","[-0.29, -3.57, 1.39]","[-0.29, -3.57, 1.39]"
SONO.TA,"[4.85, -0.67, -35.12]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPDV.TA,"[-1.64, -8.89, -6.36]","[-1.64, -8.89, -6.36]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPRG.TA,"[13.54, 5.26, -7.23]","[13.54, 5.26, -7.23]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNTC.TA,"[2.44, 4.46, 12.57]","[2.44, 4.46, 12.57]","[2.44, 4.46, 12.57]","[2.44, 4.46, 12.57]","[2.44, 4.46, 12.57]","[2.44, 4.46, 12.57]","[2.44, 4.46, 12.57]","[2.44, 4.46, 12.57]"
STG.TA,"[0.17, 9.26, 8.6]","[0.17, 9.26, 8.6]","[0.17, 9.26, 8.6]","[0.17, 9.26, 8.6]","[0.17, 9.26, 8.6]","[0.17, 9.26, 8.6]","[0.17, 9.26, 8.6]","[0.17, 9.26, 8.6]"
STRS.TA,"[1.63, 1.92, -9.0]","[1.63, 1.92, -9.0]","[1.63, 1.92, -9.0]","[1.63, 1.92, -9.0]","[1.63, 1.92, -9.0]","[1.63, 1.92, -9.0]","[1.63, 1.92, -9.0]","[1.63, 1.92, -9.0]"
TDRN.TA,"[1.24, -10.4, -11.24]","[1.24, -10.4, -11.24]","[1.24, -10.4, -11.24]","[1.24, -10.4, -11.24]","[1.24, -10.4, -11.24]","[1.24, -10.4, -11.24]","[1.24, -10.4, -11.24]","[1.24, -10.4, -11.24]"
TMRP.TA,"[-0.73, 1.98, 15.03]","[-0.73, 1.98, 15.03]","[-0.73, 1.98, 15.03]","[-0.73, 1.98, 15.03]","[-0.73, 1.98, 15.03]","[-0.73, 1.98, 15.03]","[-0.73, 1.98, 15.03]","[-0.73, 1.98, 15.03]"
TECT.TA,"[-2.64, -5.95, 147.58]","[-2.64, -5.95, 147.58]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TFRLF.TA,"[3.38, 1.72, 14.5]","[3.38, 1.72, 14.5]","[3.38, 1.72, 14.5]","[3.38, 1.72, 14.5]","[3.38, 1.72, 14.5]","[3.38, 1.72, 14.5]","[3.38, 1.72, 14.5]","[3.38, 1.72, 14.5]"
TRX.TA,"[2.83, 1.44, -0.37]","[2.83, 1.44, -0.37]","[2.83, 1.44, -0.37]","[2.83, 1.44, -0.37]","[2.83, 1.44, -0.37]","[2.83, 1.44, -0.37]","[2.83, 1.44, -0.37]","[2.83, 1.44, -0.37]"
TIGI.TA,"[None, None, None]","[17.14, 13.02, 77.04]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TGTR.TA,"[-4.24, -15.0, 34.19]","[-4.24, -15.0, 34.19]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TNDO.TA,"[None, None, None]","[1.61, 2.08, -4.72]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TSEM.TA,"[1.0, -2.53, 13.26]","[1.0, -2.53, 13.26]","[1.0, -2.53, 13.26]","[1.0, -2.53, 13.26]","[1.0, -2.53, 13.26]","[1.0, -2.53, 13.26]","[1.0, -2.53, 13.26]","[1.0, -2.53, 13.26]"
TRAN.TA,"[None, None, None]","[-4.84, -30.11, -28.95]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TURB.TA,"[None, None, None]","[-2.1, 7.68, 17.25]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
UMH.TA,"[0.0, 2.15, 4845.12]","[0.0, 2.15, 4845.12]","[0.0, 2.15, 4845.12]","[0.0, 2.15, 4845.12]","[0.0, 2.15, 4845.12]","[0.0, 2.15, 4845.12]","[0.0, 2.15, 4845.12]","[0.0, 2.15, 4845.12]"
UTRN.TA,"[5.07, 3.1, -1.37]","[5.07, 3.1, -1.37]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
VRDS.TA,"[-0.26, -12.42, -8.26]","[-0.26, -12.42, -8.26]","[-0.26, -12.42, -8.26]","[-0.26, -12.42, -8.26]","[-0.26, -12.42, -8.26]","[-0.26, -12.42, -8.26]","[-0.26, -12.42, -8.26]","[-0.26, -12.42, -8.26]"
VCTR.TA,"[2.56, 6.07, 6.3]","[2.56, 6.07, 6.3]","[2.56, 6.07, 6.3]","[2.56, 6.07, 6.3]","[2.56, 6.07, 6.3]","[2.56, 6.07, 6.3]","[2.56, 6.07, 6.3]","[2.56, 6.07, 6.3]"
VISN.TA,"[0.0, -4.51, -60.04]","[0.0, -4.51, -60.04]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
VTNA.TA,"[3.26, -1.46, -5.96]","[3.26, -1.46, -5.96]","[3.26, -1.46, -5.96]","[3.26, -1.46, -5.96]","[3.26, -1.46, -5.96]","[3.26, -1.46, -5.96]","[3.26, -1.46, -5.96]","[3.26, -1.46, -5.96]"
WILC.TA,"[3.04, 2.92, -2.52]","[3.04, 2.92, -2.52]","[3.04, 2.92, -2.52]","[3.04, 2.92, -2.52]","[3.04, 2.92, -2.52]","[3.04, 2.92, -2.52]","[3.04, 2.92, -2.52]","[None, None, None]"
XTLB.TA,"[2.07, -3.0, 80.0]","[2.07, -3.0, 80.0]","[None, None, None]","[2.07, -3.0, 80.0]","[None, None, None]","[2.07, -3.0, 80.0]","[2.07, -3.0, 80.0]","[None, None, None]"
YBOX.TA,"[6.6, 17.01, 10.84]","[6.6, 17.01, 10.84]","[6.6, 17.01, 10.84]","[6.6, 17.01, 10.84]","[6.6, 17.01, 10.84]","[6.6, 17.01, 10.84]","[6.6, 17.01, 10.84]","[6.6, 17.01, 10.84]"
ZNKL.TA,"[1.87, 18.3, 14.45]","[1.87, 18.3, 14.45]","[1.87, 18.3, 14.45]","[1.87, 18.3, 14.45]","[1.87, 18.3, 14.45]","[1.87, 18.3, 14.45]","[1.87, 18.3, 14.45]","[1.87, 18.3, 14.45]"
ZOOZ.TA,"[0.39, -28.63, 37.06]","[0.39, -28.63, 37.06]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ZUR.TA,"[3.22, 2.09, -0.95]","[3.22, 2.09, -0.95]","[3.22, 2.09, -0.95]","[3.22, 2.09, -0.95]","[3.22, 2.09, -0.95]","[3.22, 2.09, -0.95]","[3.22, 2.09, -0.95]","[None, None, None]"
