,Earnings Per Share (EPS),Number of Outstanding Shares,Revenue,Net Income,Gross Profit,Operating Income (EBIT),Total Assets,Long-Term Debt
MTLF.TA,"[None, None, None]","[1.8, 4.66, -8.89]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MTRX.TA,"[0.96, 5.18, 9.4]","[0.96, 5.18, 9.4]","[0.96, 5.18, 9.4]","[0.96, 5.18, 9.4]","[0.96, 5.18, 9.4]","[0.96, 5.18, 9.4]","[0.96, 5.18, 9.4]","[0.96, 5.18, 9.4]"
MAXO.TA,"[-2.81, 5.9, 14.63]","[-2.81, 5.9, 14.63]","[-2.81, 5.9, 14.63]","[-2.81, 5.9, 14.63]","[-2.81, 5.9, 14.63]","[-2.81, 5.9, 14.63]","[-2.81, 5.9, 14.63]","[-2.81, 5.9, 14.63]"
MTRN.TA,"[1.13, -4.22, -24.7]","[1.13, -4.22, -24.7]","[1.13, -4.22, -24.7]","[1.13, -4.22, -24.7]","[1.13, -4.22, -24.7]","[1.13, -4.22, -24.7]","[1.13, -4.22, -24.7]","[1.13, -4.22, -24.7]"
MEDN.TA,"[0.67, 11.04, 18.94]","[0.67, 11.04, 18.94]","[0.67, 11.04, 18.94]","[0.67, 11.04, 18.94]","[0.67, 11.04, 18.94]","[0.67, 11.04, 18.94]","[0.67, 11.04, 18.94]","[0.67, 11.04, 18.94]"
MLSR.TA,"[-1.3, 5.4, 1.83]","[-1.3, 5.4, 1.83]","[-1.3, 5.4, 1.83]","[-1.3, 5.4, 1.83]","[-1.3, 5.4, 1.83]","[-1.3, 5.4, 1.83]","[-1.3, 5.4, 1.83]","[-1.3, 5.4, 1.83]"
MNIN.TA,"[0.92, 9.29, 24.74]","[0.92, 9.29, 24.74]","[0.92, 9.29, 24.74]","[0.92, 9.29, 24.74]","[0.92, 9.29, 24.74]","[0.92, 9.29, 24.74]","[0.92, 9.29, 24.74]","[0.92, 9.29, 24.74]"
MLD.TA,"[None, None, None]","[0.0, 25.0, 30.83]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MZTF.TA,"[-0.26, 7.7, 5.44]","[-0.26, 7.7, 5.44]","[-0.26, 7.7, 5.44]","[-0.26, 7.7, 5.44]","[None, None, None]","[None, None, None]","[-0.26, 7.7, 5.44]","[None, None, None]"
MLRN.TA,"[0.15, 5.78, 17.26]","[0.15, 5.78, 17.26]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NFTA.TA,"[1.09, -1.41, 3.33]","[1.09, -1.41, 3.33]","[1.09, -1.41, 3.33]","[1.09, -1.41, 3.33]","[1.09, -1.41, 3.33]","[1.09, -1.41, 3.33]","[1.09, -1.41, 3.33]","[1.09, -1.41, 3.33]"
NYAX.TA,"[0.29, 20.42, 12.78]","[0.29, 20.42, 12.78]","[0.29, 20.42, 12.78]","[0.29, 20.42, 12.78]","[0.29, 20.42, 12.78]","[0.29, 20.42, 12.78]","[0.29, 20.42, 12.78]","[0.29, 20.42, 12.78]"
NTGR.TA,"[0.63, 10.32, 6.26]","[0.63, 10.32, 6.26]","[0.63, 10.32, 6.26]","[0.63, 10.32, 6.26]","[0.63, 10.32, 6.26]","[0.63, 10.32, 6.26]","[0.63, 10.32, 6.26]","[0.63, 10.32, 6.26]"
NTNB.TA,"[None, None, None]","[0.59, 1.77, 11.06]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTM.TA,"[0.8, 8.23, 23.31]","[0.8, 8.23, 23.31]","[0.8, 8.23, 23.31]","[0.8, 8.23, 23.31]","[0.8, 8.23, 23.31]","[0.8, 8.23, 23.31]","[0.8, 8.23, 23.31]","[0.8, 8.23, 23.31]"
NXFR.TA,"[5.0, -4.49, -41.47]","[5.0, -4.49, -41.47]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXGN.TA,"[5.87, 8.83, -6.24]","[5.87, 8.83, -6.24]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NISA.TA,"[1.84, 0.97, -10.76]","[1.84, 0.97, -10.76]","[1.84, 0.97, -10.76]","[1.84, 0.97, -10.76]","[1.84, 0.97, -10.76]","[1.84, 0.97, -10.76]","[1.84, 0.97, -10.76]","[1.84, 0.97, -10.76]"
NVLG.TA,"[-0.01, -4.47, 3.2]","[-0.01, -4.47, 3.2]","[-0.01, -4.47, 3.2]","[-0.01, -4.47, 3.2]","[-0.01, -4.47, 3.2]","[-0.01, -4.47, 3.2]","[-0.01, -4.47, 3.2]","[None, None, None]"
NURI.TA,"[None, None, None]","[-3.19, -15.61, -18.3]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
OPCE.TA,"[-0.09, 1.77, 3.92]","[-0.09, 1.77, 3.92]","[-0.09, 1.77, 3.92]","[-0.09, 1.77, 3.92]","[-0.09, 1.77, 3.92]","[-0.09, 1.77, 3.92]","[-0.09, 1.77, 3.92]","[-0.09, 1.77, 3.92]"
OPK.TA,"[0.03, 3.75, 6.95]","[0.03, 3.75, 6.95]","[0.03, 3.75, 6.95]","[0.03, 3.75, 6.95]","[0.03, 3.75, 6.95]","[0.03, 3.75, 6.95]","[0.03, 3.75, 6.95]","[0.03, 3.75, 6.95]"
ORAD.TA,"[0.33, 6.38, 15.68]","[0.33, 6.38, 15.68]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ORA.TA,"[-0.2, -1.71, -4.0]","[-0.2, -1.71, -4.0]","[-0.2, -1.71, -4.0]","[-0.2, -1.71, -4.0]","[-0.2, -1.71, -4.0]","[-0.2, -1.71, -4.0]","[-0.2, -1.71, -4.0]","[-0.2, -1.71, -4.0]"
OVRS.TA,"[1.51, 6.54, 10.18]","[1.51, 6.54, 10.18]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PTNR.TA,"[5.38, 0.96, 23.32]","[5.38, 0.96, 23.32]","[5.38, 0.96, 23.32]","[5.38, 0.96, 23.32]","[5.38, 0.96, 23.32]","[5.38, 0.96, 23.32]","[5.38, 0.96, 23.32]","[5.38, 0.96, 23.32]"
PEN.TA,"[1.32, 5.74, 17.43]","[1.32, 5.74, 17.43]","[1.32, 5.74, 17.43]","[1.32, 5.74, 17.43]","[None, None, None]","[None, None, None]","[1.32, 5.74, 17.43]","[None, None, None]"
PERI.TA,"[-0.67, 3.35, 1.22]","[-0.67, 3.35, 1.22]","[-0.67, 3.35, 1.22]","[-0.67, 3.35, 1.22]","[-0.67, 3.35, 1.22]","[-0.67, 3.35, 1.22]","[-0.67, 3.35, 1.22]","[None, None, None]"
PTCH.TA,"[None, None, None]","[2.71, 15.7, -2.65]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PHTM.TA,"[0.31, 7.21, 8.85]","[0.31, 7.21, 8.85]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLCR.TA,"[2.39, -38.52, 36.07]","[2.39, -38.52, 36.07]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PMVM.TA,"[-0.37, -2.03, 7.85]","[-0.37, -2.03, 7.85]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PRSK.TA,"[0.63, 1.42, -0.36]","[0.63, 1.42, -0.36]","[0.63, 1.42, -0.36]","[0.63, 1.42, -0.36]","[0.63, 1.42, -0.36]","[0.63, 1.42, -0.36]","[0.63, 1.42, -0.36]","[0.63, 1.42, -0.36]"
PRTC.TA,"[-0.89, 6.25, -2.42]","[-0.89, 6.25, -2.42]","[-0.89, 6.25, -2.42]","[-0.89, 6.25, -2.42]","[None, None, None]","[-0.89, 6.25, -2.42]","[-0.89, 6.25, -2.42]","[-0.89, 6.25, -2.42]"
PRPD.TA,"[None, None, None]","[3.85, 3.07, -2.88]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PULS.TA,"[-1.23, -2.12, -5.51]","[-1.23, -2.12, -5.51]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PPBT.TA,"[13.58, -28.87, -30.18]","[13.58, -28.87, -30.18]","[None, None, None]","[13.58, -28.87, -30.18]","[None, None, None]","[13.58, -28.87, -30.18]","[13.58, -28.87, -30.18]","[None, None, None]"
QLTU.TA,"[0.98, -4.64, 11.75]","[0.98, -4.64, 11.75]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
QLRD.TA,"[1.95, 4.99, 10.74]","[1.95, 4.99, 10.74]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RANI.TA,"[1.16, 8.34, 23.31]","[1.16, 8.34, 23.31]","[1.16, 8.34, 23.31]","[1.16, 8.34, 23.31]","[1.16, 8.34, 23.31]","[1.16, 8.34, 23.31]","[1.16, 8.34, 23.31]","[1.16, 8.34, 23.31]"
RAVD.TA,"[0.37, -2.87, 2.46]","[0.37, -2.87, 2.46]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RVL.TA,"[0.6, -4.03, 7.63]","[0.6, -4.03, 7.63]","[0.6, -4.03, 7.63]","[0.6, -4.03, 7.63]","[0.6, -4.03, 7.63]","[0.6, -4.03, 7.63]","[0.6, -4.03, 7.63]","[0.6, -4.03, 7.63]"
RAYG-M.TA,"[None, None, None]","[5.27, 21.75, 41.93]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RIT1.TA,"[-0.84, 5.39, 8.82]","[-0.84, 5.39, 8.82]","[-0.84, 5.39, 8.82]","[-0.84, 5.39, 8.82]","[-0.84, 5.39, 8.82]","[-0.84, 5.39, 8.82]","[-0.84, 5.39, 8.82]","[-0.84, 5.39, 8.82]"
REKA.TA,"[2.75, 0.23, -7.7]","[2.75, 0.23, -7.7]","[2.75, 0.23, -7.7]","[2.75, 0.23, -7.7]","[2.75, 0.23, -7.7]","[2.75, 0.23, -7.7]","[2.75, 0.23, -7.7]","[2.75, 0.23, -7.7]"
RTLS.TA,"[-0.44, -1.51, 10.28]","[-0.44, -1.51, 10.28]","[-0.44, -1.51, 10.28]","[-0.44, -1.51, 10.28]","[-0.44, -1.51, 10.28]","[-0.44, -1.51, 10.28]","[-0.44, -1.51, 10.28]","[-0.44, -1.51, 10.28]"
RIMO.TA,"[1.59, 3.0, -2.99]","[1.59, 3.0, -2.99]","[1.59, 3.0, -2.99]","[1.59, 3.0, -2.99]","[1.59, 3.0, -2.99]","[1.59, 3.0, -2.99]","[1.59, 3.0, -2.99]","[None, None, None]"
RSEL.TA,"[1.53, 5.21, 65.4]","[1.53, 5.21, 65.4]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNS.TA,"[-2.1, -0.21, -12.49]","[-2.1, -0.21, -12.49]","[-2.1, -0.21, -12.49]","[-2.1, -0.21, -12.49]","[-2.1, -0.21, -12.49]","[-2.1, -0.21, -12.49]","[-2.1, -0.21, -12.49]","[-2.1, -0.21, -12.49]"
SVRE.TA,"[2.76, -46.05, -69.53]","[2.76, -46.05, -69.53]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SVRT.TA,"[1.12, -6.61, -28.87]","[1.12, -6.61, -28.87]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SCDX.TA,"[0.05, 1.45, 8.21]","[0.05, 1.45, 8.21]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SLARL.TA,"[-0.18, 2.8, 8.47]","[-0.18, 2.8, 8.47]","[-0.18, 2.8, 8.47]","[-0.18, 2.8, 8.47]","[-0.18, 2.8, 8.47]","[-0.18, 2.8, 8.47]","[-0.18, 2.8, 8.47]","[-0.18, 2.8, 8.47]"
SHGR.TA,"[2.12, 11.37, 23.92]","[2.12, 11.37, 23.92]","[2.12, 11.37, 23.92]","[2.12, 11.37, 23.92]","[2.12, 11.37, 23.92]","[2.12, 11.37, 23.92]","[2.12, 11.37, 23.92]","[2.12, 11.37, 23.92]"
SPEN.TA,"[-1.56, 4.92, 6.04]","[-1.56, 4.92, 6.04]","[-1.56, 4.92, 6.04]","[-1.56, 4.92, 6.04]","[-1.56, 4.92, 6.04]","[-1.56, 4.92, 6.04]","[-1.56, 4.92, 6.04]","[-1.56, 4.92, 6.04]"
SHOM.TA,"[2.26, 8.28, 22.22]","[2.26, 8.28, 22.22]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SAE.TA,"[-0.25, -1.09, 2.3]","[-0.25, -1.09, 2.3]","[-0.25, -1.09, 2.3]","[-0.25, -1.09, 2.3]","[-0.25, -1.09, 2.3]","[-0.25, -1.09, 2.3]","[-0.25, -1.09, 2.3]","[-0.25, -1.09, 2.3]"
SKLN.TA,"[1.54, 0.33, -1.64]","[1.54, 0.33, -1.64]","[1.54, 0.33, -1.64]","[1.54, 0.33, -1.64]","[1.54, 0.33, -1.64]","[1.54, 0.33, -1.64]","[1.54, 0.33, -1.64]","[1.54, 0.33, -1.64]"
SONO.TA,"[3.06, 7.16, 19.21]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPDV.TA,"[-0.08, 7.48, 0.39]","[-0.08, 7.48, 0.39]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPRG.TA,"[0.0, -1.9, -12.98]","[0.0, -1.9, -12.98]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNTC.TA,"[3.32, 4.78, -12.92]","[3.32, 4.78, -12.92]","[3.32, 4.78, -12.92]","[3.32, 4.78, -12.92]","[3.32, 4.78, -12.92]","[3.32, 4.78, -12.92]","[3.32, 4.78, -12.92]","[3.32, 4.78, -12.92]"
STG.TA,"[0.37, 18.33, 17.0]","[0.37, 18.33, 17.0]","[0.37, 18.33, 17.0]","[0.37, 18.33, 17.0]","[0.37, 18.33, 17.0]","[0.37, 18.33, 17.0]","[0.37, 18.33, 17.0]","[0.37, 18.33, 17.0]"
STRS.TA,"[0.1, 5.39, 14.68]","[0.1, 5.39, 14.68]","[0.1, 5.39, 14.68]","[0.1, 5.39, 14.68]","[0.1, 5.39, 14.68]","[0.1, 5.39, 14.68]","[0.1, 5.39, 14.68]","[0.1, 5.39, 14.68]"
TDRN.TA,"[0.07, 0.91, 0.52]","[0.07, 0.91, 0.52]","[0.07, 0.91, 0.52]","[0.07, 0.91, 0.52]","[0.07, 0.91, 0.52]","[0.07, 0.91, 0.52]","[0.07, 0.91, 0.52]","[0.07, 0.91, 0.52]"
TMRP.TA,"[0.25, 8.84, 20.89]","[0.25, 8.84, 20.89]","[0.25, 8.84, 20.89]","[0.25, 8.84, 20.89]","[0.25, 8.84, 20.89]","[0.25, 8.84, 20.89]","[0.25, 8.84, 20.89]","[0.25, 8.84, 20.89]"
TECT.TA,"[-1.07, 15.01, -5.57]","[-1.07, 15.01, -5.57]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TFRLF.TA,"[1.03, 6.69, -13.56]","[1.03, 6.69, -13.56]","[1.03, 6.69, -13.56]","[1.03, 6.69, -13.56]","[1.03, 6.69, -13.56]","[1.03, 6.69, -13.56]","[1.03, 6.69, -13.56]","[None, None, None]"
TLSY.TA,"[-0.44, 0.18, -0.05]","[-0.44, 0.18, -0.05]","[-0.44, 0.18, -0.05]","[-0.44, 0.18, -0.05]","[-0.44, 0.18, -0.05]","[-0.44, 0.18, -0.05]","[-0.44, 0.18, -0.05]","[-0.44, 0.18, -0.05]"
TRX.TA,"[0.42, 7.94, 19.49]","[0.42, 7.94, 19.49]","[0.42, 7.94, 19.49]","[0.42, 7.94, 19.49]","[0.42, 7.94, 19.49]","[0.42, 7.94, 19.49]","[0.42, 7.94, 19.49]","[0.42, 7.94, 19.49]"
TIGI.TA,"[None, None, None]","[-3.92, 7.4, -6.47]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TGTR.TA,"[-0.51, -1.02, 11.43]","[-0.51, -1.02, 11.43]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TNDO.TA,"[None, None, None]","[3.56, 25.43, 13.61]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TSEM.TA,"[-1.5, -6.26, -7.36]","[-1.5, -6.26, -7.36]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TRAN.TA,"[None, None, None]","[3.86, -3.72, 8.77]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TURB.TA,"[None, None, None]","[0.14, -2.06, 25.2]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
UMH.TA,"[-49.5, -1.37, -5.51]","[-49.5, -1.37, -5.51]","[-49.5, -1.37, -5.51]","[-49.5, -1.37, -5.51]","[-49.5, -1.37, -5.51]","[-49.5, -1.37, -5.51]","[-49.5, -1.37, -5.51]","[-49.5, -1.37, -5.51]"
UTRN.TA,"[4.38, 20.48, 28.09]","[4.38, 20.48, 28.09]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
VRDS.TA,"[0.93, 7.83, -3.1]","[0.93, 7.83, -3.1]","[0.93, 7.83, -3.1]","[0.93, 7.83, -3.1]","[0.93, 7.83, -3.1]","[0.93, 7.83, -3.1]","[0.93, 7.83, -3.1]","[0.93, 7.83, -3.1]"
VCTR.TA,"[0.95, -0.58, -9.34]","[0.95, -0.58, -9.34]","[0.95, -0.58, -9.34]","[0.95, -0.58, -9.34]","[0.95, -0.58, -9.34]","[0.95, -0.58, -9.34]","[0.95, -0.58, -9.34]","[0.95, -0.58, -9.34]"
VISN.TA,"[0.0, 5645.97, 5864.42]","[0.0, 5645.97, 5864.42]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
VTNA.TA,"[-0.67, 2.44, 1.06]","[-0.67, 2.44, 1.06]","[-0.67, 2.44, 1.06]","[-0.67, 2.44, 1.06]","[-0.67, 2.44, 1.06]","[-0.67, 2.44, 1.06]","[-0.67, 2.44, 1.06]","[-0.67, 2.44, 1.06]"
WILC.TA,"[0.63, 2.73, 18.42]","[0.63, 2.73, 18.42]","[0.63, 2.73, 18.42]","[0.63, 2.73, 18.42]","[0.63, 2.73, 18.42]","[0.63, 2.73, 18.42]","[0.63, 2.73, 18.42]","[None, None, None]"
XTLB.TA,"[0.43, -18.63, -28.16]","[0.43, -18.63, -28.16]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
YBOX.TA,"[-1.61, 12.04, 25.89]","[-1.61, 12.04, 25.89]","[-1.61, 12.04, 25.89]","[-1.61, 12.04, 25.89]","[-1.61, 12.04, 25.89]","[-1.61, 12.04, 25.89]","[-1.61, 12.04, 25.89]","[-1.61, 12.04, 25.89]"
ZNKL.TA,"[0.07, 0.94, 0.82]","[0.07, 0.94, 0.82]","[0.07, 0.94, 0.82]","[0.07, 0.94, 0.82]","[0.07, 0.94, 0.82]","[0.07, 0.94, 0.82]","[0.07, 0.94, 0.82]","[0.07, 0.94, 0.82]"
ZOOZ.TA,"[-3.33, 3.28, -0.66]","[-3.33, 3.28, -0.66]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ZUR.TA,"[0.11, 5.61, 20.21]","[0.11, 5.61, 20.21]","[0.11, 5.61, 20.21]","[0.11, 5.61, 20.21]","[0.11, 5.61, 20.21]","[0.11, 5.61, 20.21]","[0.11, 5.61, 20.21]","[None, None, None]"
