,Earnings Per Share (EPS),Number of Outstanding Shares,Revenue,Net Income,Gross Profit,Operating Income (EBIT),Total Assets,Long-Term Debt
ISTA.TA,"[0.9803, 0.9964, 0.9878]","[0.9803, 0.9964, 0.9878]","[0.1149, 0.131, 0.1468]","[0.0682, 0.0843, 0.1002]","[0.1919, 0.208, 0.2238]","[0.5121, 0.5281, 0.544]","[0.9721, 0.956, 0.9402]","[0.9592, 0.9752, 0.9911]"
JNGO.TA,"[None, None, None]","[0.9292, 0.789, 0.8399]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
KDST.TA,"[0.9797, 0.9654, 0.9208]","[0.9797, 0.9654, 0.9208]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
KEN.TA,"[0.9652, 0.9446, 0.971]","[0.9652, 0.9446, 0.971]","[0.2168, 0.3069, 0.2225]","[0.0009, -0.0893, -0.0049]","[0.275, 0.3651, 0.2807]","[0.1062, 0.1963, 0.112]","[0.9517, 0.9581, 0.9575]","[0.9804, 0.9295, 0.9861]"
KSTN.TA,"[0.9768, 0.942, 0.984]","[0.9768, 0.942, 0.984]","[0.2236, 0.1889, 0.2308]","[0.0839, 0.0492, 0.0912]","[0.2831, 0.3178, 0.2759]","[0.3941, 0.4288, 0.3869]","[0.9552, 0.9899, 0.948]","[0.979, 0.9442, 0.9862]"
KLIL.TA,"[0.9966, 0.9726, 0.9821]","[0.9966, 0.9726, 0.9821]","[0.2046, 0.2286, 0.2191]","[0.1981, 0.2221, 0.2126]","[0.1916, 0.2155, 0.206]","[0.0867, 0.1106, 0.1011]","[0.975, 0.951, 0.9605]","[None, None, None]"
LSCO.TA,"[0.9596, 0.8611, 0.9636]","[0.9596, 0.8611, 0.9636]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
LBRA.TA,"[0.9672, 0.999, 0.8455]","[0.9672, 0.999, 0.8455]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
LCTX.TA,"[0.9688, 0.9118, 0.9726]","[0.9688, 0.9118, 0.9726]","[0.1303, 0.2496, 0.134]","[0.3356, 0.2163, 0.3319]","[0.1315, 0.2508, 0.1353]","[0.3005, 0.1812, 0.2967]","[0.9573, 0.838, 0.9535]","[None, None, None]"
LPSN.TA,"[0.9868, 0.6627, 0.4493]","[0.9868, 0.6627, 0.4493]","[0.225, 0.5491, 0.7625]","[0.3416, 0.0175, -0.1959]","[0.2281, 0.5522, 0.7656]","[0.3016, -0.0225, -0.2359]","[0.8806, 0.7953, 0.5819]","[0.9858, 0.6617, 0.4483]"
MGIC.TA,"[0.9898, 0.9633, 0.9794]","[0.9898, 0.9633, 0.9794]","[0.2341, 0.2077, 0.2237]","[0.2274, 0.2009, 0.2169]","[0.2297, 0.2032, 0.2193]","[0.2467, 0.2202, 0.2363]","[0.9832, 0.9904, 0.9936]","[0.7862, 0.7598, 0.7758]"
MTLF.TA,"[None, None, None]","[0.9932, 0.945, 0.9984]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MTRX.TA,"[0.9659, 0.9768, 0.9858]","[0.9659, 0.9768, 0.9858]","[0.2437, 0.3011, 0.2637]","[0.2678, 0.3252, 0.2878]","[0.2369, 0.2943, 0.2569]","[0.2474, 0.3048, 0.2674]","[0.9793, 0.9633, 0.9993]","[0.819, 0.8764, 0.839]"
MAXO.TA,"[0.9605, 0.9674, 0.8768]","[0.9605, 0.9674, 0.8768]","[0.2404, 0.2473, 0.1567]","[0.2807, 0.2876, 0.1969]","[0.2436, 0.2505, 0.1598]","[0.2392, 0.2461, 0.1555]","[0.9871, 0.9801, 0.9292]","[0.8925, 0.8994, 0.8087]"
MTRN.TA,"[0.998, 0.937, 0.6388]","[0.998, 0.937, 0.6388]","[0.2433, 0.3043, 0.6025]","[0.2623, 0.3232, 0.6214]","[0.2266, 0.2875, 0.5857]","[0.2264, 0.2874, 0.5856]","[0.8913, 0.8303, 0.5321]","[0.9, 0.839, 0.5409]"
MEDN.TA,"[0.9714, 0.9329, 0.98]","[0.9714, 0.9329, 0.98]","[0.2843, 0.2458, 0.2929]","[-0.0281, 0.0104, -0.0367]","[-1.0, -1.0, -1.0]","[-0.2069, -0.1685, -0.2155]","[0.9791, 0.9406, 0.9876]","[0.8876, 0.8491, 0.8962]"
MLSR.TA,"[0.9817, 0.9539, 0.9474]","[0.9817, 0.9539, 0.9474]","[0.2374, 0.3018, 0.3082]","[0.217, 0.2814, 0.2879]","[0.248, 0.3124, 0.3188]","[0.2526, 0.317, 0.3234]","[0.9583, 0.8939, 0.8875]","[0.8638, 0.7994, 0.793]"
MNIN.TA,"[0.9744, 0.9556, 0.97]","[0.9744, 0.9556, 0.97]","[0.2017, 0.183, 0.1973]","[0.2715, 0.2528, 0.2671]","[0.2126, 0.1939, 0.2082]","[0.2392, 0.2205, 0.2348]","[0.9664, 0.9476, 0.9619]","[0.8756, 0.8568, 0.8711]"
MLD.TA,"[None, None, None]","[1.0, 0.8535, 0.4817]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MZTF.TA,"[0.9994, 0.9654, 0.9393]","[0.9994, 0.9654, 0.9393]","[0.2436, 0.2787, 0.3048]","[0.2585, 0.2936, 0.3197]","[None, None, None]","[None, None, None]","[0.995, 0.9599, 0.9338]","[None, None, None]"
MLRN.TA,"[0.9641, 0.9561, 0.9548]","[0.9641, 0.9561, 0.9548]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NFTA.TA,"[0.9759, 0.9662, 0.9475]","[0.9759, 0.9662, 0.9475]","[0.2785, 0.2882, 0.2019]","[0.8292, 0.8195, 0.9058]","[0.3083, 0.318, 0.2317]","[0.323, 0.3327, 0.2464]","[0.8902, 0.8805, 0.9669]","[0.9958, 0.9861, 0.9276]"
NYAX.TA,"[0.9736, 0.8357, 0.9017]","[0.9736, 0.8357, 0.9017]","[0.2452, 0.1073, 0.1733]","[0.3383, 0.4762, 0.4103]","[0.2906, 0.1527, 0.2186]","[0.2588, 0.3967, 0.3308]","[0.7793, 0.9172, 0.8513]","[-1.0, -1.0, -1.0]"
NTGR.TA,"[0.9614, 0.9158, 0.9172]","[0.9614, 0.9158, 0.9172]","[0.0366, -0.009, -0.0076]","[-0.0624, -0.1081, -0.1066]","[0.0, -0.0456, -0.0442]","[-0.0329, -0.0785, -0.0771]","[0.9516, 0.9972, 0.9958]","[0.5018, 0.5474, 0.546]"
NTNB.TA,"[None, None, None]","[0.9624, 0.984, 0.9128]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTG.TA,"[0.8607, 0.3473, 0.658]","[0.8607, 0.3473, 0.658]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTM.TA,"[0.992, 0.9814, 0.9913]","[0.992, 0.9814, 0.9913]","[0.1956, 0.185, 0.1949]","[0.1369, 0.1262, 0.1361]","[0.1664, 0.1558, 0.1657]","[0.1226, 0.112, 0.1219]","[0.9899, 0.9793, 0.9892]","[0.9818, 0.9712, 0.9811]"
NXFR.TA,"[0.9402, 0.9501, 0.755]","[0.9402, 0.9501, 0.755]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXGN.TA,"[0.8392, 0.9533, 0.885]","[0.8392, 0.9533, 0.885]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NICE.TA,"[0.9959, 0.9822, 0.9839]","[0.9959, 0.9822, 0.9839]","[0.2732, 0.2951, 0.2934]","[0.3103, 0.3322, 0.3305]","[0.2672, 0.2891, 0.2874]","[0.2749, 0.2968, 0.2951]","[0.982, 0.9961, 0.9978]","[0.9968, 0.9813, 0.983]"
NISA.TA,"[0.9887, 0.9734, 0.8073]","[0.9887, 0.9734, 0.8073]","[0.251, 0.2357, 0.0696]","[0.4174, 0.4327, 0.5988]","[0.2846, 0.2693, 0.1031]","[0.3393, 0.3241, 0.1579]","[0.9925, 0.9772, 0.811]","[0.8386, 0.8233, 0.6572]"
NVLG.TA,"[0.9898, 0.9927, 0.9582]","[0.9898, 0.9927, 0.9582]","[0.2563, 0.2593, 0.2247]","[-0.2755, -0.2785, -0.2439]","[0.2752, 0.2781, 0.2436]","[0.4, 0.403, 0.3685]","[0.9865, 0.9894, 0.9549]","[-0.0102, -0.0073, -0.0418]"
NURI.TA,"[None, None, None]","[0.9591, 0.7244, 0.8287]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
OPCE.TA,"[0.9677, 0.9233, 0.9517]","[0.9677, 0.9233, 0.9517]","[0.2177, 0.1733, 0.2017]","[0.0927, 0.0483, 0.0767]","[0.2744, 0.2299, 0.2583]","[-0.0023, -0.0468, -0.0184]","[0.9647, 0.9203, 0.9487]","[0.9979, 0.9535, 0.9819]"
OPK.TA,"[0.9588, 0.8843, 0.9543]","[0.9588, 0.8843, 0.9543]","[0.1599, 0.3168, 0.2469]","[0.4745, 0.3176, 0.3876]","[0.091, 0.2479, 0.178]","[0.4934, 0.3365, 0.4065]","[0.9401, 0.903, 0.973]","[0.5678, 0.4109, 0.4809]"
ORAD.TA,"[0.9594, 0.9771, 0.9873]","[0.9594, 0.9771, 0.9873]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ORA.TA,"[0.9961, 0.9281, 0.9946]","[0.9961, 0.9281, 0.9946]","[0.2742, 0.3421, 0.2649]","[0.3141, 0.3821, 0.3048]","[0.3025, 0.3704, 0.2931]","[0.3127, 0.3806, 0.3033]","[0.9368, 0.8689, 0.9461]","[0.8575, 0.7896, 0.8669]"
OVRS.TA,"[0.9914, 0.9794, 0.9238]","[0.9914, 0.9794, 0.9238]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLRM.TA,"[0.9849, 0.9933, 0.9252]","[0.9849, 0.9933, 0.9252]","[0.2379, 0.2597, 0.1782]","[0.3303, 0.352, 0.2705]","[0.2667, 0.2884, 0.2069]","[0.3291, 0.3509, 0.2694]","[0.9663, 0.9446, 0.9739]","[None, None, None]"
PTNR.TA,"[0.965, 0.9836, 0.9211]","[0.965, 0.9836, 0.9211]","[0.2175, 0.236, 0.3314]","[0.3024, 0.321, 0.4163]","[0.2315, 0.25, 0.3454]","[0.2748, 0.2934, 0.3887]","[0.9642, 0.9827, 0.9219]","[0.965, 0.9836, 0.9211]"
PEN.TA,"[0.9972, 0.9901, 0.9992]","[0.9972, 0.9901, 0.9992]","[0.2233, 0.2304, 0.2212]","[0.19, 0.1971, 0.1879]","[None, None, None]","[None, None, None]","[0.9251, 0.9323, 0.9231]","[None, None, None]"
PERI.TA,"[0.9948, 0.7894, 0.563]","[0.9948, 0.7894, 0.563]","[0.2072, 0.4229, 0.6493]","[0.0972, 0.3129, 0.5393]","[0.1737, 0.3894, 0.6158]","[0.0588, 0.2745, 0.5009]","[0.9291, 0.8552, 0.6288]","[None, None, None]"
PTCH.TA,"[None, None, None]","[0.9967, 0.9697, 0.7586]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PHTM.TA,"[0.9788, 0.939, 0.9029]","[0.9788, 0.939, 0.9029]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLCR.TA,"[0.9991, 0.9524, 0.5865]","[0.9991, 0.9524, 0.5865]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PMVM.TA,"[0.9802, 0.7279, 0.9811]","[0.9802, 0.7279, 0.9811]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PRSK.TA,"[0.9466, 0.9737, 0.9662]","[0.9466, 0.9737, 0.9662]","[0.2728, 0.3525, 0.36]","[-0.0821, -0.0023, 0.0052]","[0.1636, 0.2433, 0.2508]","[0.1571, 0.2368, 0.2443]","[0.9562, 0.9641, 0.9566]","[0.157, 0.0772, 0.0697]"
PRTC.TA,"[0.9916, 0.9031, 0.6538]","[0.9916, 0.9031, 0.6538]","[0.301, 0.1957, -0.0537]","[0.3156, 0.2103, -0.039]","[None, None, None]","[0.2069, 0.3122, 0.5616]","[0.9725, 0.9222, 0.6728]","[0.9971, 0.8976, 0.6483]"
PRPD.TA,"[None, None, None]","[0.9888, 0.8316, 0.9367]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PULS.TA,"[0.9868, 0.7781, 0.6921]","[0.9868, 0.7781, 0.6921]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PPBT.TA,"[0.9655, 0.8107, 0.7601]","[0.9655, 0.8107, 0.7601]","[None, None, None]","[0.2238, -0.0001, -0.0507]","[None, None, None]","[0.2351, 0.0112, -0.0394]","[0.8653, 0.9109, 0.8603]","[None, None, None]"
QLTU.TA,"[0.9851, 0.7812, 0.7001]","[0.9851, 0.7812, 0.7001]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
QLRD.TA,"[0.961, 0.9713, 0.8698]","[0.961, 0.9713, 0.8698]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RANI.TA,"[0.9594, 0.9721, 0.9103]","[0.9594, 0.9721, 0.9103]","[0.2407, 0.2533, 0.3709]","[-0.2778, -0.2651, -0.1475]","[0.2516, 0.2643, 0.3819]","[0.2691, 0.2818, 0.3994]","[0.9706, 0.9833, 0.8991]","[0.8857, 0.8984, 0.984]"
RAVD.TA,"[0.9797, 0.8825, 0.9514]","[0.9797, 0.8825, 0.9514]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RVL.TA,"[0.988, 0.9244, 0.8196]","[0.988, 0.9244, 0.8196]","[0.2252, 0.3128, 0.4176]","[0.3156, 0.228, 0.1232]","[0.2254, 0.313, 0.4178]","[0.1191, 0.2067, 0.3115]","[0.9891, 0.9234, 0.8185]","[0.8559, 0.9434, 0.9517]"
RAYG-M.TA,"[None, None, None]","[0.9959, 0.8339, 0.835]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RIT1.TA,"[0.9831, 0.9661, 0.9124]","[0.9831, 0.9661, 0.9124]","[0.2473, 0.2981, 0.3519]","[0.1335, 0.1843, 0.238]","[0.274, 0.3248, 0.3785]","[0.2521, 0.303, 0.3567]","[0.9844, 0.9648, 0.9111]","[0.9166, 0.9674, 0.9789]"
RTLS.TA,"[0.9886, 0.9548, 0.9862]","[0.9886, 0.9548, 0.9862]","[0.2437, 0.2775, 0.2462]","[0.1308, 0.1646, 0.1332]","[0.2456, 0.2794, 0.2481]","[0.1094, 0.1432, 0.1118]","[0.9886, 0.9548, 0.9861]","[0.9489, 0.9827, 0.9513]"
RIMO.TA,"[0.9846, 0.985, 0.8656]","[0.9846, 0.985, 0.8656]","[0.2107, 0.2411, 0.3605]","[0.2335, 0.2639, 0.3833]","[0.2118, 0.2422, 0.3616]","[0.2066, 0.237, 0.3564]","[0.9714, 0.941, 0.8216]","[None, None, None]"
RSEL.TA,"[0.98, 0.8991, 0.9497]","[0.98, 0.8991, 0.9497]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNS.TA,"[0.998, 0.9847, 0.9231]","[0.998, 0.9847, 0.9231]","[0.2629, 0.2762, 0.184]","[0.28, 0.2933, 0.2011]","[0.2641, 0.2774, 0.1852]","[0.2622, 0.2755, 0.1833]","[0.9936, 0.9932, 0.9147]","[0.5016, 0.5149, 0.4227]"
SVRE.TA,"[0.98, 0.9697, 0.8743]","[0.98, 0.9697, 0.8743]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SVRT.TA,"[0.9759, 0.9683, 0.9802]","[0.9759, 0.9683, 0.9802]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SCDX.TA,"[0.9797, 0.9722, 0.9885]","[0.9797, 0.9722, 0.9885]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SLARL.TA,"[0.9866, 0.9658, 0.884]","[0.9866, 0.9658, 0.884]","[0.2403, 0.2879, 0.3697]","[0.2644, 0.312, 0.3938]","[0.2399, 0.2875, 0.3693]","[0.2409, 0.2885, 0.3703]","[0.9494, 0.9018, 0.82]","[0.9567, 0.9091, 0.8274]"
SHGR.TA,"[0.987, 0.9132, 0.7879]","[0.987, 0.9132, 0.7879]","[0.2582, 0.1844, 0.0591]","[0.5821, 0.5083, 0.383]","[0.2934, 0.2196, 0.0943]","[0.4384, 0.3646, 0.2393]","[0.9584, 0.8846, 0.7594]","[0.9173, 0.8435, 0.7182]"
SPEN.TA,"[0.9894, 0.9276, 0.899]","[0.9894, 0.9276, 0.899]","[0.2047, 0.2877, 0.3163]","[0.1856, 0.2686, 0.2972]","[0.1773, 0.2603, 0.2889]","[0.1457, 0.2287, 0.2573]","[0.9946, 0.9116, 0.883]","[0.9602, 0.9568, 0.9282]"
SHOM.TA,"[0.9528, 0.9696, 0.965]","[0.9528, 0.9696, 0.965]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SAE.TA,"[0.9907, 0.9483, 0.7676]","[0.9907, 0.9483, 0.7676]","[0.2401, 0.1977, 0.0169]","[0.2727, 0.2303, 0.0496]","[0.2457, 0.2033, 0.0226]","[0.256, 0.2136, 0.0329]","[0.9903, 0.9673, 0.7866]","[0.9765, 0.9341, 0.7534]"
SKLN.TA,"[0.9971, 0.9664, 0.8729]","[0.9971, 0.9664, 0.8729]","[0.1774, 0.2139, 0.3074]","[0.1929, 0.1564, 0.0629]","[0.0004, 0.0369, 0.1305]","[0.2499, 0.2134, 0.1198]","[0.9752, 0.9883, 0.8948]","[0.93, 0.8935, 0.8]"
SOLR.TA,"[0.9971, 0.9643, 0.9861]","[0.9971, 0.9643, 0.9861]","[0.2051, 0.2378, 0.1882]","[-1.0, -1.0, -1.0]","[0.1629, 0.1956, 0.146]","[0.7297, 0.697, 0.7466]","[0.9799, 0.9874, 0.963]","[0.9296, 0.8969, 0.9465]"
SONO.TA,"[0.9515, 0.9933, 0.6488]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPDV.TA,"[0.9836, 0.9111, 0.9364]","[0.9836, 0.9111, 0.9364]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPRG.TA,"[0.8646, 0.9474, 0.9277]","[0.8646, 0.9474, 0.9277]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNTC.TA,"[0.9756, 0.9554, 0.8743]","[0.9756, 0.9554, 0.8743]","[0.2379, 0.2177, 0.1367]","[0.4223, 0.4021, 0.3211]","[0.2714, 0.2512, 0.1702]","[0.3191, 0.2989, 0.2179]","[0.9816, 0.9614, 0.8803]","[0.8255, 0.8053, 0.7243]"
STG.TA,"[0.9983, 0.9074, 0.914]","[0.9983, 0.9074, 0.914]","[0.2552, 0.1643, 0.1709]","[0.1884, 0.0975, 0.1042]","[0.2573, 0.1664, 0.1731]","[0.2605, 0.1696, 0.1762]","[0.9689, 0.9402, 0.9469]","[0.9991, 0.9082, 0.9148]"
STRS.TA,"[0.9837, 0.9808, 0.91]","[0.9837, 0.9808, 0.91]","[0.2377, 0.2348, 0.3441]","[0.0882, 0.0853, 0.1946]","[0.215, 0.2121, 0.3213]","[0.1266, 0.1237, 0.2329]","[0.957, 0.9599, 0.8507]","[0.9623, 0.9652, 0.856]"
TDRN.TA,"[0.9876, 0.896, 0.8876]","[0.9876, 0.896, 0.8876]","[0.178, 0.2944, 0.3028]","[0.0832, 0.1996, 0.2079]","[0.198, 0.3144, 0.3228]","[0.1405, 0.2569, 0.2653]","[0.9522, 0.8358, 0.8274]","[0.9858, 0.8978, 0.8894]"
TMRP.TA,"[0.9927, 0.9802, 0.8497]","[0.9927, 0.9802, 0.8497]","[0.2983, 0.2712, 0.1407]","[0.3366, 0.3096, 0.1791]","[0.311, 0.284, 0.1534]","[0.3131, 0.286, 0.1555]","[0.9983, 0.9747, 0.8442]","[0.967, 0.94, 0.8095]"
TECT.TA,"[0.9736, 0.9405, -0.4758]","[0.9736, 0.9405, -0.4758]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TFRLF.TA,"[0.9662, 0.9828, 0.855]","[0.9662, 0.9828, 0.855]","[0.2766, 0.2932, 0.1654]","[0.3601, 0.3767, 0.2488]","[0.291, 0.3076, 0.1798]","[0.3423, 0.3589, 0.2311]","[0.9911, 0.9923, 0.8799]","[0.9186, 0.9352, 0.8074]"
TRX.TA,"[0.9717, 0.9856, 0.9963]","[0.9717, 0.9856, 0.9963]","[0.2294, 0.2432, 0.2613]","[-1.0, -1.0, -1.0]","[0.2251, 0.2389, 0.2571]","[0.2034, 0.1895, 0.1714]","[0.9421, 0.9559, 0.974]","[0.8606, 0.8745, 0.8926]"
TIGI.TA,"[None, None, None]","[0.8286, 0.8698, 0.2296]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TGTR.TA,"[0.9576, 0.85, 0.6581]","[0.9576, 0.85, 0.6581]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TNDO.TA,"[None, None, None]","[0.9839, 0.9792, 0.9528]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TSEM.TA,"[0.99, 0.9747, 0.8674]","[0.99, 0.9747, 0.8674]","[0.22, 0.2553, 0.0974]","[0.0761, 0.1114, -0.0465]","[0.1954, 0.2307, 0.0728]","[0.1589, 0.1942, 0.0363]","[0.99, 0.9547, 0.8874]","[0.8688, 0.9041, 0.7463]"
TRAN.TA,"[None, None, None]","[0.9516, 0.6989, 0.7105]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TURB.TA,"[None, None, None]","[0.979, 0.9232, 0.8275]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
UMH.TA,"[1.0, 0.9785, -1.0]","[1.0, 0.9785, -1.0]","[0.2611, 0.2396, -1.0]","[-0.1987, -0.2202, -1.0]","[0.2618, 0.2403, -1.0]","[0.2567, 0.2352, -1.0]","[0.9922, 0.9707, -1.0]","[0.9733, 0.9518, -1.0]"
UTRN.TA,"[0.9493, 0.969, 0.9863]","[0.9493, 0.969, 0.9863]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
VRDS.TA,"[0.9974, 0.8758, 0.9174]","[0.9974, 0.8758, 0.9174]","[0.2644, 0.386, 0.3444]","[0.4307, 0.3091, 0.3507]","[0.195, 0.3166, 0.2749]","[-0.6443, -0.5227, -0.5643]","[0.9992, 0.8792, 0.9208]","[0.9503, 0.9281, 0.9697]"
VCTR.TA,"[0.9744, 0.9393, 0.937]","[0.9744, 0.9393, 0.937]","[0.2263, 0.1912, 0.1889]","[0.2189, 0.1838, 0.1815]","[0.2541, 0.219, 0.2167]","[0.2257, 0.1905, 0.1882]","[0.8985, 0.9336, 0.9359]","[0.7364, 0.7012, 0.699]"
VISN.TA,"[1.0, 0.9549, 0.3996]","[1.0, 0.9549, 0.3996]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
VTNA.TA,"[0.9674, 0.9854, 0.9404]","[0.9674, 0.9854, 0.9404]","[0.245, 0.2922, 0.3372]","[0.0903, 0.1375, 0.1825]","[0.1886, 0.2358, 0.2808]","[0.1754, 0.2226, 0.2676]","[0.9839, 0.9689, 0.9239]","[0.9614, 0.9914, 0.9464]"
WILC.TA,"[0.9696, 0.9708, 0.9748]","[0.9696, 0.9708, 0.9748]","[0.22, 0.2212, 0.2756]","[0.5556, 0.5569, 0.6113]","[0.257, 0.2582, 0.3126]","[0.5409, 0.5421, 0.5965]","[0.999, 0.9977, 0.9434]","[None, None, None]"
XTLB.TA,"[0.9793, 0.97, 0.2]","[0.9793, 0.97, 0.2]","[None, None, None]","[-0.2515, -0.3022, 0.5278]","[None, None, None]","[0.2495, 0.1988, 0.9712]","[0.8138, 0.7631, 0.4069]","[None, None, None]"
YBOX.TA,"[0.934, 0.8299, 0.8916]","[0.934, 0.8299, 0.8916]","[0.032, -0.0721, -0.0104]","[-0.2032, -0.3073, -0.2455]","[-0.0239, -0.128, -0.0662]","[-0.1708, -0.2749, -0.2132]","[0.9756, 0.9203, 0.9821]","[0.8595, 0.9636, 0.9019]"
ZNKL.TA,"[0.9813, 0.817, 0.8555]","[0.9813, 0.817, 0.8555]","[0.2459, 0.0815, 0.12]","[0.1483, -0.0161, 0.0224]","[0.2668, 0.1024, 0.1409]","[0.2922, 0.1278, 0.1663]","[0.9534, 0.7891, 0.8275]","[0.7179, 0.5535, 0.592]"
ZOOZ.TA,"[0.9961, 0.7137, 0.6294]","[0.9961, 0.7137, 0.6294]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ZUR.TA,"[0.9678, 0.9791, 0.9905]","[0.9678, 0.9791, 0.9905]","[0.2585, 0.2698, 0.3002]","[0.7557, 0.7671, 0.7975]","[0.3838, 0.3952, 0.4256]","[0.299, 0.3104, 0.3408]","[0.9897, 0.9784, 0.9479]","[None, None, None]"
