,Earnings Per Share (EPS),Number of Outstanding Shares,Revenue,Net Income,Gross Profit,Operating Income (EBIT),Total Assets,Long-Term Debt
UMH.TA,"[0.552, 0.9538, 0.8228]","[0.552, 0.9538, 0.8228]","[0.5463, 0.9595, 0.8285]","[-0.9225, -0.4283, -0.2973]","[0.5688, 0.937, 0.806]","[0.485, 0.9791, 0.8899]","[0.5102, 0.9956, 0.8646]","[0.6327, 0.8732, 0.7422]"
UTRN.TA,"[0.9821, 0.9868, 0.9295]","[0.9821, 0.9868, 0.9295]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
VRDS.TA,"[0.9821, 0.9543, 0.8996]","[0.9821, 0.9543, 0.8996]","[0.8594, 0.9229, 0.9776]","[-0.9357, -0.8722, -0.8175]","[0.823, 0.8865, 0.9412]","[0.7076, 0.7712, 0.8258]","[0.9674, 0.969, 0.9143]","[0.9513, 0.8877, 0.8331]"
VCTR.TA,"[0.9963, 0.9676, 0.8271]","[0.9963, 0.9676, 0.8271]","[0.9284, 0.9571, 0.9024]","[0.3551, 0.3838, 0.5243]","[0.9269, 0.9556, 0.9038]","[0.7576, 0.7863, 0.9268]","[0.988, 0.9833, 0.8428]","[0.6806, 0.6519, 0.5114]"
VISN.TA,"[1.0, 0.5432, 0.0121]","[1.0, 0.5432, 0.0121]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
VTNA.TA,"[0.9971, 0.9516, 0.8461]","[0.9971, 0.9516, 0.8461]","[0.8132, 0.7619, 0.6565]","[0.3736, 0.3222, 0.2168]","[0.9446, 0.8933, 0.7878]","[0.9348, 0.8835, 0.778]","[0.9242, 0.9755, 0.9191]","[0.9523, 0.9964, 0.8909]"
WILC.TA,"[0.9956, 0.9167, 0.6764]","[0.9956, 0.9167, 0.6764]","[0.9626, 0.9585, 0.7183]","[-1.0, -0.9472, -0.707]","[0.9093, 0.8304, 0.5902]","[0.1819, 0.2607, 0.501]","[0.9769, 0.9442, 0.704]","[None, None, None]"
XTLB.TA,"[0.9831, 0.9651, 0.9125]","[0.9831, 0.9651, 0.9125]","[None, None, None]","[0.7687, 0.7506, 0.698]","[None, None, None]","[0.2021, 0.2201, 0.2728]","[-1.0, -1.0, -1.0]","[None, None, None]"
YBOX.TA,"[0.9955, 0.9633, 0.7477]","[0.9955, 0.9633, 0.7477]","[0.6073, 0.6485, 0.8641]","[0.5647, 0.5235, 0.3079]","[0.4433, 0.4845, 0.7002]","[0.695, 0.7362, 0.9518]","[0.9856, 0.9732, 0.7576]","[0.2376, 0.2789, 0.4945]"
ZNKL.TA,"[0.9975, 0.9571, 0.8639]","[0.9975, 0.9571, 0.8639]","[0.7038, 0.7442, 0.8374]","[0.5003, 0.5407, 0.6339]","[0.6885, 0.7288, 0.8221]","[0.58, 0.6203, 0.7136]","[0.9139, 0.9542, 0.9525]","[0.2658, 0.2255, 0.1323]"
ZOOZ.TA,"[0.9787, 0.9787, 0.9638]","[0.9787, 0.9787, 0.9638]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ZUR.TA,"[0.9975, 0.8802, 0.7076]","[0.9975, 0.8802, 0.7076]","[0.9037, 0.9791, 0.8065]","[-1.0, -1.0, -1.0]","[0.9275, 0.9553, 0.7827]","[0.9138, 0.9689, 0.7963]","[0.9862, 0.8965, 0.7239]","[None, None, None]"
